Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
CASDWV010003989,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus limivicinum
CASDWV010005035,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus lutadaptatum
CASDWV010002557,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus messadaptatum
CASDWV010001806,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus messihabitans
CASDWV010001060,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus neoedaphocola
CASDWV010001107,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus pedohabitans
CASDWV010003066,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus pedovicinum
CASDWV010000931,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus pedovivens
CASDWV010004242,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus segetadaptatum
CASDWV010003351,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus segetivicinum
CASDWV010002173,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus soladaptatum
CASDWV010000947,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus solivivens
BK013959,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus tellurenecus
BK013833,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus telluricola
BK013406,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Radbaivirus,Radbaivirus tellurihabitans
CASDWV010002331,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rahdfavirus,Rahdfavirus chthonovivens
CASDWV010001999,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ratlevirus,Ratlevirus chthonenecus
CASDWV010004946,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Redbauvirus,Redbauvirus asiadaptatum
CASDWV010002303,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Redbauvirus,Redbauvirus radicihabitans
BK013497,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rehihmevirus,Rehihmevirus terrenecus
BK013415,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rehudzovirus,Rehudzovirus terrihabitans
CASDWV010002375,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ridwavirus,Ridwavirus caenihabitans
BK014082,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rusvolovirus,Rusvolovirus asiadaptatum
BK014132,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rusvolovirus,Rusvolovirus asienecus
CASDWV010004276,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Rytunovirus,Rytunovirus limihabitans
CASDWV010002501,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sahwbrivirus,Sahwbrivirus humenecus
OM514533,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sambuevirus,Sambuevirus dinebrivicinum
CASDWV010002493,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sambuevirus,Sambuevirus lutenecus
BK013635,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Saudhavirus,Saudhavirus asiohabitans
CASDWV010002967,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sbehrnivirus,Sbehrnivirus humicola
BK014147,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Scuadavirus,Scuadavirus asiohabitans
CASDWV010003572,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdadlevirus,Sdadlevirus messihabitans
CASDWV010003203,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdoctuvirus,Sdoctuvirus caenenecus
CASDWV010003354,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdohnivirus,Sdohnivirus edaphovicinum
CASDWV010002081,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdredfovirus,Sdredfovirus chorenecus
CASDWV010003875,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdredfovirus,Sdredfovirus limihabitans
CASDWV010003466,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdredfovirus,Sdredfovirus limivivens
CASDWV010000394,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdredtuvirus,Sdredtuvirus pelovivens
CASDWV010003503,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sdretovirus,Sdretovirus segetadaptatum
CASDWV010002502,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Seckivirus,Seckivirus asiadaptatum
BK013577,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sehpovirus,Sehpovirus borboradaptatum
CASDWV010001220,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Selfuvirus,Selfuvirus asienecus
CASDWV010002488,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Selfuvirus,Selfuvirus asiohabitans
BK013725,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Seybrovirus,Seybrovirus borborohabitans
BK013660,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shebanavirus,Shebanavirus borborovicinum
CASDWV010002512,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shehrpovirus,Shehrpovirus terrivicinum
CASDWV010001494,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shestuvirus,Shestuvirus messenecus
CASDWV010002711,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shestuvirus,Shestuvirus radicicola
CASDWV010004942,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus arvihabitans
BK014202,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus caenadaptatum
BK013783,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus edaphohabitans
CASDWV010001439,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus edaphovivens
CASDWV010000567,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus humihabitans
OM514496,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus paspalenecus
CASDWV010002497,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shihovirus,Shihovirus segetivivens
CASDWV010002544,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shipsduvirus,Shipsduvirus humihabitans
CASDWV010002553,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shodtevirus,Shodtevirus pelocola
BK014183,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sholavirus,Sholavirus caenivivens
BK014058,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shomudavirus,Shomudavirus limadaptatum
CASDWV010002554,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shrewlivirus,Shrewlivirus pedocola
CASDWV010003888,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shuldovirus,Shuldovirus pedovivens
CASDWV010002552,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutevirus,Shutevirus asiohabitans
CASDWV010001878,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutovirus,Shutovirus agrenecus
CASDWV010003854,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutovirus,Shutovirus agrihabitans
CASDWV010002398,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutovirus,Shutovirus arvicola
CASDWV010002740,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutovirus,Shutovirus asiovicinum
CASDWV010003780,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Shutovirus,Shutovirus geocola
CASDWV010001468,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sincthavirus,Sincthavirus geoenecus
BK013573,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sincthavirus,Sincthavirus limivicinum
BK013698,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Skhembuvirus,Skhembuvirus limivivens
BK013724,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Smudhfivirus,Smudhfivirus lutadaptatum
CASDWV010001577,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Snitdevirus,Snitdevirus edaphenecus
CASDWV010002795,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Snitdevirus,Snitdevirus edaphocola
ON164474,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Snitdevirus,Snitdevirus montisenecus
CASDWV010001781,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Snitdevirus,Snitdevirus pelenecus
BK013732,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Soetuvirus,Soetuvirus lutenecus
CASDWV010004770,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stanolovirus,Stanolovirus arvicola
CASDWV010003352,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stanolovirus,Stanolovirus chorenecus
CASDWV010002988,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stanolovirus,Stanolovirus chorovicinum
BK013718,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stehlmavirus,Stehlmavirus lutihabitans
CASDWV010003634,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stehlmavirus,Stehlmavirus terrenecus
CASDWV010004581,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Sterodovirus,Sterodovirus geoadaptatum
CASDWV010003429,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stoartovirus,Stoartovirus segetadaptatum
CASDWV010003504,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stretavirus,Stretavirus messadaptatum
CASDWV010001518,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus caenicola
MZ679628,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus faecihabitans
MZ679505,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus fundicola
CASDWV010002892,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus humivicinum
CASDWV010000576,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus radicicola
CASDWV010002205,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Stritovirus,Stritovirus telluradaptatum
CASDWV010003173,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Suhtovirus,Suhtovirus chorovivens
BK013382,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Swihdzovirus,Swihdzovirus paludicola
BK013729,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tahluvirus,Tahluvirus peladaptatum
BK014103,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tapikevirus,Tapikevirus pelocola
CASDWV010003801,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tapikevirus,Tapikevirus solicola
CASDWV010004181,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tapikevirus,Tapikevirus terrivivens
BK013610,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Teciucevirus,Teciucevirus pelohabitans
CASDWV010003348,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tehnexuvirus,Tehnexuvirus chorovicinum
CASDWV010004292,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tehnexuvirus,Tehnexuvirus chthonohabitans
BK013390,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tehnexuvirus,Tehnexuvirus edaphadaptatum
CASDWV010002816,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tehnexuvirus,Tehnexuvirus segetivivens
CASDWV010001165,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tehnexuvirus,Tehnexuvirus solenecus
CASDWV010000425,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Temblevirus,Temblevirus agrivivens
CASDWV010003442,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Temblevirus,Temblevirus asiadaptatum
CASDWV010003554,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Temblevirus,Temblevirus edaphohabitans
CASDWV010005015,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Temblevirus,Temblevirus lutadaptatum
CASDWV010003844,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Templevirus,Templevirus tellurivivens
CASDWV010001768,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Templovirus,Templovirus agradaptatum
BK013645,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tenwovirus,Tenwovirus luticola
BK014067,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tenwovirus,Tenwovirus pelohabitans
BK013649,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thiwvovirus,Thiwvovirus asienecus
BK013683,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thiyevirus,Thiyevirus asiocola
BK014087,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thobivirus,Thobivirus asiohabitans
CASDWV010001826,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thurlavirus,Thurlavirus asiovicinum
CASDWV010000447,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thurlavirus,Thurlavirus geocola
CASDWV010005008,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Thurlavirus,Thurlavirus lutenecus
BK013757,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ticahravirus,Ticahravirus asiovicinum
CASDWV010003946,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Todtivirus,Todtivirus segetivicinum
BK013736,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tohvovirus,Tohvovirus borborohabitans
CASDWV010003374,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tohvovirus,Tohvovirus humihabitans
CASDWV010003691,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tohvovirus,Tohvovirus radicivivens
CASDWV010004180,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tohvovirus,Tohvovirus segetadaptatum
CASDWV010003670,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tohvovirus,Tohvovirus segetenecus
BK013743,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus asiovicinum
OM514506,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus dinebrihabitans
MZ679813,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus fundivicinum
CASDWV010004033,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus humadaptatum
CASDWV010003820,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus isoasiovicinum
BK014208,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus neoasiovicinum
CASDWV010000627,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus neosoladaptatum
CASDWV010001907,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus pedenecus
CASDWV010004050,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus pelocola
BK013554,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trotivirus,Trotivirus soladaptatum
CASDWV010003308,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trucevirus,Trucevirus choradaptatum
BK013852,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trucevirus,Trucevirus pedenecus
CASDWV010002416,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Trucevirus,Trucevirus pedovivens
CASDWV010000484,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tudmivirus,Tudmivirus arvihabitans
BK013656,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Tysohivirus,Tysohivirus limenecus
BK014115,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ulinhavirus,Ulinhavirus borborohabitans
BK013662,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ulinhavirus,Ulinhavirus borborovicinum
BK013608,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ulinhavirus,Ulinhavirus borborovivens
BK013696,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Upborqevirus,Upborqevirus asiovicinum
BK013701,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Upborqevirus,Upborqevirus asiovivens
BK014201,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ureyisuvirus,Ureyisuvirus caenihabitans
BK014218,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ushumevirus,Ushumevirus caenivicinum
CASDWV010001407,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus agrenecus
CASDWV010001189,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus asiocola
CASDWV010003956,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus caenihabitans
OM514462,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus dinebradaptatum
OM514464,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus dinebrivivens
CASDWV010000016,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus edaphocola
CASDWV010002013,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus geovicinum
CASDWV010000899,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus geovivens
CASDWV010002559,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus humihabitans
BK013582,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus limihabitans
BK013735,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus limivicinum
CASDWV010002287,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus limivivens
CASDWV010001686,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus messivivens
CASDWV010003772,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus pedocola
BK014006,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus pedovivens
CASDWV010001284,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus radicivicinum
CASDWV010004833,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus segeticola
BK013472,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus soladaptatum
BK014021,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus solenecus
BK013777,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus solicola
CASDWV010001406,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus solihabitans
CASDWV010002800,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus telluradaptatum
CASDWV010000422,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Vohsuavirus,Vohsuavirus tellurivicinum
BK013367,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Whietlevirus,Whietlevirus defluviicola
CASDWV010003199,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Whietlevirus,Whietlevirus solenecus
BK014150,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Whilavirus,Whilavirus pelohabitans
