Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Ghabrivirales	Pseudototiviridae		Victorivirus	Magnaporthe oryzae virus 1	AB176964	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Chalara elegans RNA virus 1	AY561500	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Magnaporthe oryzae virus 3	KP893140	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Botryosphaeria dothidea victorivirus 2	MH301088	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Aspergillus lentulus totivirus 1	LC553706	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Penicillium digitatum virus 1	KU933932	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Neofusicoccum parvum victorivirus 3	MZ868719	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Nigrospora oryzae victorivirus 1	KT428155	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Macrophomina phaseolina victorivirus 1	MK787250	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Sclerotinia nivalis victorivirus 1	KT365894	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Fusarium poae victorivirus 1	LC150610	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Macrophomina phaseolina victorivirus 2	MT023007	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Helicobasidium mompa totivirus 1-17	AB085814	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Sphaeropsis sapinea RNA virus 1	AF038665	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Neofusicoccum parvum victorivirus 2	MW175880	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Fusarium sambucinum victorivirus 1	LC596824	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Botrytis cinerea victorivirus 2	MN839447	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Sphaeropsis sapinea RNA virus 2	AF039080	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Gremmeniella abietina RNA virus L1	AF337175	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Spiciviridae		Spicivirus	Aedes camptorhynchus toti-like virus 1	MF176241	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Scaphoideus titanus toti-like virus 1	MN982381	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Spissistilus festinus virus 1	GU979419	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Bemisia tabaci toti-like virus 1	MW227222	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Bemisia tabaci toti-like virus 2	MW227223	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Thrips tabaci associated dsRNA virus 1	MN764138	III	Coding-complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Thrips tabaci associated dsRNA virus 2	MN764139	III	Coding-complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Schistocephalus solidus toti-like virus 2	MN803436	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Circulifer tenellus virus 1	GU979420	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Aedes aegypti toti-like virus	MN053720	III	Coding-complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Persimmon latent virus	AB735629	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Hubei toti-like virus 10	KX882938	III	Coding-complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Culex vishnui subgroup totivirus	LC514295	III	Coding-complete genome	1	Spiciviridae
Ghabrivirales	Artiviridae		Artivirus	Wenzhou toti-like virus 1	KX882995	III	Coding-complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Wuhan insect virus 31	KX882989	III	Coding-complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Penaeid shrimp infectious myonecrosis virus	AY570982	III	Complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	soybean thrips-associated totivirus 2	MT293125	III	Coding-complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Drosophila totivirus (Drosophila melanogaster totivirus)	GQ342961	III	Complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Hubei diptera virus 22	KX882972	III	Coding-complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Armigeres subalbatus virus	EU715328	III	Complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Omono River virus	AB555544	III	Complete genome	1	Artiviridae
Ghabrivirales	Artiviridae		Artivirus	Wenling toti-like virus 2	KX882992	III	Coding-complete genome	1	Artiviridae
Ghabrivirales	Giardiaviridae		Giardiavirus	Giardia lamblia virus	L13218	III	Complete genome	1	Giardiaviridae
Ghabrivirales	Inseviridae		Insevirus	Hubei toti-like virus 12	KX882956	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Hubei toti-like virus 24	KX882977	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Camponotus yamaokai virus	LC026053	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Australian Anopheles totivirus	MF073200	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Bactrocera dorsalis toti-like virus 1	MN745082	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Sogatella furcifera totivirus 1	MG546515	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Sogatella furcifera totivirus 2	MG546516	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Bactrocera dorsalis toti-like virus 2	MN745083	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Aedes aegypti totivirus	MN053722	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Culex inatomii totivirus	MW699041	III	Complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Xingshan nematode virus 6	KX882996	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Camponotus nipponicus virus	LC101918	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Hubei toti-like virus 13	KX882966	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Anopheles totivirus	KX148550	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Beihai uca arcuata virus 1	KX882942	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Inseviridae		Insevirus	Hubei toti-like virus 15	KX882974	III	Coding-complete genome	1	Inseviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Sanxia water strider virus 20	KX882976	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Solenopsis midden virus	MH727531	III	Complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Leptopilina boulardi toti-like virus	KF274642	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Hubei toti-like virus 19	KX882957	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Hubei toti-like virus 18	KX882979	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Hubei toti-like virus 20	KX882952	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Shuangao toti-like virus	KX882960	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Lebotiviridae		Lebotivirus	Linepithema humile toti-like virus 1	MH213243	III	Coding-complete genome	1	Lebotiviridae
Ghabrivirales	Megatotiviridae		Megatotivirus	Rosellinia necatrix megatotivirus 1	LC333746	III	Coding-complete genome	1	Megatotiviridae
Ghabrivirales	Megatotiviridae		Megatotivirus	Picoa juniperi megatotivirus 1	MT876189	III	Complete genome	1	Megatotiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Plasmopara viticola lesion associated totivirus-like 2	MN545915	III	Coding-complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Pythium polare RNA virus 1	LC376044	III	Complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Pythium splendens RNA virus 1	LC467965	III	Complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Phytophthora condilina RNA virus 1	MW503714	III	Complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Phytophthora cactorum RNA virus 1	MN956531	III	Complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Plasmopara viticola lesion associated totivirus-like 1	MN545914	III	Coding-complete genome	1	Ootiviridae
Ghabrivirales	Ootiviridae		Ootivirus	Pythium ultimum RNA virus 2	LC622069	III	Complete genome	1	Ootiviridae
Ghabrivirales	Pistolviridae		Pistolvirus	piscine myocarditis virus	HQ339954	III	Complete genome	1	Pistolviridae
Ghabrivirales	Pistolviridae		Pistolvirus	piscine myocarditis-like virus	KT725636	III	Complete genome	1	Pistolviridae
Ghabrivirales	Pistolviridae		Pistolvirus	Cyclopterus lumpus toti-like virus	MW811138	III	Complete genome	1	Pistolviridae
Ghabrivirales	Pistolviridae		Pistolvirus	common carp toti-like virus 1	MW893686	III	Complete genome	1	Pistolviridae
Ghabrivirales	Yadonushiviridae		Yadonushivirus	Yado-nushi virus 1	LC061478	III	Complete genome	1	Yadonushiviridae
Reovirales	Sedoreoviridae		Cardoreovirus	Callinectes sapidus reovirus 2	MW208677	III	Coding-complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Cardoreovirus	Eriocheir sinensis reovirus	AY542965	III	Partial genome (non-compliant)	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Crabreovirus	Callinectes sapidus reovirus 1	KU311708	III	Coding-complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Crabreovirus	Eriocheir sinensis reovirus WX-2012	KP638402	III	Coding-complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Crabreovirus	Scylla serrata reovirus SZ-2007	HQ414127	III	Coding-complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Mimoreovirus	Micromonas pusilla reovirus	S1: DQ126101	III	Complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Orbivirus	Wongorr virus	U56992	III	Partial genome (non-compliant)	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Rotavirus	rotavirus K	OQ934016	III	Coding-complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Rotavirus	rotavirus L	OM101015	III	Complete genome	1	Sedoreoviridae
Reovirales	Spinareoviridae		Aquareovirus	Scophthalmus maximus reovirus; aquareovirus E	L1: HM989930	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Dinovernavirus	Aedes albopictus reovirus	S1: PV842502	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Fijivirus	rice black streaked dwarf virus	S1: AJ294757	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Fijivirus	oat sterile dwarf virus	S7: AB011024	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Fijivirus	southern rice black-streaked dwarf virus	S1: FN563989	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Fijivirus	mal de Río Cuarto virus	S1: AF499925	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Fijivirus	Nilaparvata lugens reovirus	S1: D49693	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Idnoreovirus	Diadromus pulchellus idnoreovirus 1; idnoreovirus 1	X80480	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Mycoreovirus	mycoreovirus 1	S1: AY277888	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Mycoreovirus	mycoreovirus 2	DQ902580	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Mycoreovirus	Rosellinia necatrix mycoreovirus 3	S1: AB102674	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	avian orthoreovirus chicken isolate	L1: FR694191	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	avian orthoreovirus turkey isolate	S3: AY444910	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Muscovy duck reovirus goose isolate classical	L1: KF809662	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Muscovy duck reovirus goose isolate novel	L1: JX145328	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Muscovy duck reovirus novel	L1: JX478260	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Broome reovirus	L1: GQ258977	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Mahlapitsi virus	L1: KU198602	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	mammalian orthoreovirus 3	L1: HM159613	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	mammalian orthoreovirus 1	L1: KX263307	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	mammalian orthoreovirus 2	L1: JX204738	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	mammalian orthoreovirus 4	L1: AF368033	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Nelson Bay orthoreovirus	L1: JF342666	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Nelson Bay orthoreovirus	S1: JF811580	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Nelson Bay orthoreovirus	S1: AF218360	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	Pycnonotidae orthoreovirus	L1: AB914760	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	psittacine orthoreovirus	S1: EU252582	III	Partial genome (non-compliant)	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	tvarminne orthoreovirus	L1: KF692089	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	baboon orthoreovirus	L1: HQ847903	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	piscine orthoreovirus	L1: KC795565	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	reptilian orthoreovirus bush viper	L1: KC852153	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Orthoreovirus	chelonian orthoreovirus	L1: KT696547	III	Complete genome	1	Spinareoviridae
Hepelivirales	Alphatetraviridae		Betatetravirus	Nudaurelia capensis beta virus	AF102884	IV	Complete genome	1	Alphatetraviridae
Hepelivirales	Alphatetraviridae		Omegatetravirus	Nudaurelia capensis omega virus	S43937	IV	Partial genome (non-compliant)	1	Alphatetraviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Avihepevirus	little egret hepatitis E virus	KX589065	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Avihepevirus	avian hepatitis E virus	AY535004	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Avihepevirus	avian hepatitis E virus	EF206691	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Avihepevirus	avian hepatitis E virus	GU954430	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Avihepevirus	avian hepatitis E virus	JN597006	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Chirohepevirus	Desmodus bat hepatitis E virus	MW249011	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Chirohepevirus	bat hepatitis E virus	JQ001749	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Chirohepevirus	horseshoe bat hepatitis E virus	KJ562187	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	moose hepatitis E virus	KF951328	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	human hepatitis E virus genotype 1a	M73218	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	camel hepatitis E virus genotype 7a	KJ496143	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	camel hepatitis E virus genotype 8a	KX387865	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	human hepatitis E virus genotype 1a	L08816	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	human hepatitis E virus genotype 2a	KX578717	IV	Partial genome (non-compliant)	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	swine hepatitis E virus genotype 3a	AF082843	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	swine hepatitis E virus genotype 4a	EF077630	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	wild boar hepatitis E virus genotype 5a	AB573435	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	wild boar hepatitis E virus genotype 6a	AB602441	IV	Coding-complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Paslahepevirus	greater white-toothed shrew hepatitis E virus	OR713884		Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Rocahepevirus	vole hepatitis E virus	MG020024	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Rocahepevirus	rat hepatitis E virus	GU345042	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Rocahepevirus	ferret hepatitis E virus	LC057247	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Rocahepevirus	ferret hepatitis E virus	JN998606	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Orthohepevirinae	Rocahepevirus	rat hepatitis E virus	KM516906	IV	Complete genome	1	Hepeviridae
Hepelivirales	Hepeviridae	Parahepevirinae	Piscihepevirus	cutthroat trout virus	HQ731075	IV	Complete genome	1	Hepeviridae
Hepelivirales	Matonaviridae		Rubivirus	rubella virus	JN635296	IV	Complete genome	1	Matonaviridae
Hepelivirales	Matonaviridae		Rubivirus	rubella virus	M15240	IV	Complete genome	1	Matonaviridae
Hepelivirales	Matonaviridae		Rubivirus	ruhugu virus	MN547623	IV	Complete genome	1	Matonaviridae
Hepelivirales	Matonaviridae		Rubivirus	rustrela virus	MN552442	IV	Complete genome	1	Matonaviridae
Hepelivirales	Mycoalphaviridae		Alphasclernavirus	Sclerotinia sclerotiorum mycoalphavirus virus 1	MT706025	IV	Complete genome	1	Mycoalphaviridae
Hepelivirales	Mycoalphaviridae		Alphasclernavirus	Sclerotinia sclerotiorum RNA virus L	EU779934	IV	Complete genome	1	Mycoalphaviridae
Hepelivirales	Mycoalphaviridae		Betasclernavirus	Fusarium graminearum alphavirus-like virus 1	MN400076	IV	Complete genome	1	Mycoalphaviridae
Hepelivirales	Mycoalphaviridae		Betasclernavirus	Sclerotium rolfsii alphavirus-like virus 3	MH766490	IV	Coding-complete genome	1	Mycoalphaviridae
Hepelivirales	Mycoalphaviridae		Betasclernavirus	Fusarium sacchari alphavirus-like virus 1	MN295968	IV	Complete genome	1	Mycoalphaviridae
